Rating,# of patient feedback,page_source,Specialty,Experience,Pincode,City,State,Hospital/Clinic name,Address,Education,Doctor name
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-saurabh-mehrotra-psychiatrist?lpt=PS-SRP,Psychiatrist,"23, Years experience",,"Defence Colony,,,Delhi,",Meghalaya,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Psychiarty), M.B.B.S","Dr. ,Saurabh Mehrotra"
 (1263 ratings),62 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yogesh-tandon-sexologist?lpt=PS-SRP,Sexologist,"9, Years experience",,"Pitampura,,,Delhi,",Meghalaya,"Tandon's Clinic, ","Pitampura,,,Delhi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), Md Rasashastra","Dr. ,Yogesh Tandon"
 (825 ratings),33 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-n-a-khan-sexologist?lpt=PS-SRP,Sexologist,"17, Years experience",,"South Extension Part 1,,,Delhi,",Meghalaya,"Dr.N A Khan,The Unani Clinic, ","South Extension Part 1,,,Delhi,",Doctor In Unani Medicine(D.U.M.B.I.M),"Dr. ,N A Khan (Unani Specialist)"
 (355 ratings),110 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-aastha-gupta-diabetologist?lpt=PS-SRP,Endocrinologist,"11, Years experience",,"Kamla Nagar,,,Delhi,",Meghalaya,"Dr. Aastha Gupta - Diabetes | Thyro ..., ","Kamla Nagar,,,Delhi,","PG Diploma Endocrinology, MD - General Medicine, Certification In Diabetes, MBBS Bachelor of Medicine and Bachelor of Surgery","Dr. ,Aastha Gupta"
 (3193 ratings),117 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-gitanjali-gynaecologist?lpt=PS-SRP,Gynaecologist,"23, Years experience",,"Janakpuri,,,Delhi,",Meghalaya,"Arya Hospitals, ","Janakpuri,,,Delhi,","MS - Obstetrics and Gynaecology, MS - Obstetrics and Gynaecology","Dr. ,Gitanjali"
 (269 ratings),63 patient feedback(s),https://www.lybrate.com/kanpur/doctor/jivaayurveda?lpt=PS-SRP,Ayurveda,"21, Years experience",,"Shahdara,,,Delhi,",Meghalaya,"Jiva Ayurveda - Shahdara, ","Shahdara,,,Delhi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)",Jiva Ayurveda
rating not found,,https://www.lybrate.com/delhi/doctor/dr-sudeep-singh-sachdev-nephrologist?lpt=PS-SRP,Nephrologist,"15, Years experience",,"Vasant Kunj,,,Delhi,",Meghalaya,"Kidney Clinic, ","Vasant Kunj,,,Delhi,","MBBS, DM - Nephrology, MD-General Medicine","Dr. ,Sudeep Singh Sachdev"
rating not found,2 patient feedback(s),https://www.lybrate.com/shillong/doctor/dr-daljit-singh-sethi-general-physician?lpt=PS-SRP,General Physician,"36, Years experience",,",Shillong,,",Meghalaya,"Hope Clinic, ",",Shillong,,","MD - Internal Medicine, MBBS","Dr. ,Daljit Singh Sethi"
 (80 ratings),5 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-chayanika-sarma-psychiatrist?lpt=PS-SRP,Psychiatrist,"12, Years experience",,",Shillong,,",Meghalaya,"Super Care Hospital, ",",Shillong,,",MD - Psychiatry,"Dr. ,Chayanika Sarma"
 (22 ratings),1 patient feedback,https://www.lybrate.com/shillong/doctor/dr-mohua-chakraborty-sarkar-homeopath?lpt=PS-SRP,Homeopath,"9, Years experience",,",Shillong,,",Meghalaya,"Dr. MOHUA CHAKRABORTY SARKAR, ",",Shillong,,",BHMS,"Dr. ,M. C. Sarkar"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-jerryson-bareh-orthopedist?lpt=PS-SRP,Orthopedist,"15, Years experience",,",Shillong,,",Meghalaya,"Bethany Hospital, ",",Shillong,,","MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics","Dr. ,Jerryson Bareh"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-kameswar-singh-elangbam-orthopedist?lpt=PS-SRP,Orthopedist,"44, Years experience",,",Shillong,,",Meghalaya,"Kamber Medical Center, ",",Shillong,,","MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics","Dr. ,Kameswar Singh Elangbam"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-richa-shaha-dentist?lpt=PS-SRP,Dentist,"6, Years experience",,",Shillong,,",Meghalaya,"Pearl E Whites Dental Clinic, ",",Shillong,,",BDS,"Dr. ,Richa Shaha"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-subodeep-paul-dentist?lpt=PS-SRP,Dentist,"9, Years experience",,",Shillong,,",Meghalaya,"Shillong dental care(Multispecialit ..., ",",Shillong,,","BDS, MDS - Orthodontics","Dr. ,Subodeep Paul"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-arghya-j-ghosh-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"18, Years experience",,",Shillong,,",Meghalaya,"Advanced Diagnostics Research Centr ..., ",",Shillong,,",Diploma - Diploma - OLO - Rhino-Laryngology,"Dr. ,Arghya J Ghosh"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-manoj-r-basaiawmoit-general-physician?lpt=PS-SRP,General Physician,"29, Years experience",,",SHILLONG,,",Meghalaya,"SINO MEMORIAL, ",",SHILLONG,,",MBBS,"Dr. ,Manoj R Basaiawmoit"
rating not found,,https://www.lybrate.com/shillong/doctor/dr-candy-khyriem-dentist?lpt=PS-SRP,Dentist,experience not found,,",Shillong,,",Meghalaya,"Spark Dental clinic, ",",Shillong,,",,"Dr. ,Candy Khyriem"
 (18 ratings),,https://www.lybrate.com/aizawl/doctor/dr-lalchhuansanga-pachuau-homeopath?lpt=PS-SRP,Homeopath,"9, Years experience",,",Aizawl,,",Mizoram,"Clinical Research Unit for Homoeopa ..., ",",Aizawl,,",BHMS,"Dr. ,Lalchhuansanga Pachuau"
rating not found,,https://www.lybrate.com/aizawl/doctor/dr-k-k-chhetri-orthopedist?lpt=PS-SRP,Orthopedist,"18, Years experience",,",Aizawl,,",Mizoram,"Civil Hospital, ",",Aizawl,,","MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics","Dr. ,K.K. Chhetri"
rating not found,1 patient feedback,https://www.lybrate.com/aizawl/doctor/dr-james-thanzama-dermatologist?lpt=PS-SRP,Dermatologist,experience not found,,",Aizawl,,",Mizoram,"Blue Mountain Pharmacy & Skin and L ..., ",",Aizawl,,",,"Dr. ,James Thanzama"
rating not found,,https://www.lybrate.com/aizawl/doctor/dr-lalrindiki-homeopath?lpt=PS-SRP,Homeopath,"5, Years experience",,",Aizawl,,",Mizoram,"SimiliDx, ",",Aizawl,,",BHMS,"Dr. ,Cindy Lalrindiki"
rating not found,,https://www.lybrate.com/aizawl/doctor/dr-david-lalthanpuia-dentist?lpt=PS-SRP,Dentist,experience not found,,",aizawl,,",Mizoram,"Dental Cave, ",",aizawl,,",,"Dr. ,David Lalthanpuia"
rating not found,,https://www.lybrate.com/aizawl/doctor/dr-zuala-chhangte-general-surgeon?lpt=PS-SRP,General Surgeon,experience not found,,",aizawl,,",Mizoram,"zuala, ",",aizawl,,",,"Dr. ,Zuala Chhangte"
rating not found,,https://www.lybrate.com/aizawl/doctor/dr-amal-acupuncturist?lpt=PS-SRP,Acupuncturist,"4, Years experience",,",Aizawl,,",Mizoram,"ABCD clinic, ",",Aizawl,,",Doctor of Arts (DA),"Dr. ,Amal"
rating not found,,https://www.lybrate.com/aizawl/doctor/dr-kate-vanlalkimi-dentist?lpt=PS-SRP,Dentist,"10, Years experience",,",Aizawl,,",Mizoram,"Gratia Dental Care, ",",Aizawl,,",BDS,"Dr. ,Kate Vanlalkimi"
 (255 ratings),89 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-madhumita-das-mazumdar-gynaecologist?lpt=PS-SRP,Gynaecologist,"26, Years experience",,"Beltola,,,Guwahati,",Mizoram,"Aries Obgyn Clinic, ","Beltola,,,Guwahati,",MD - Obstetrtics & Gynaecology,"Dr. ,Madhumita Das Mazumdar"
 (417 ratings),15 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-garima-kaur-gynaecologist?lpt=PS-SRP,Gynaecologist,"15, Years experience",,"Pitampura,,,Delhi,",Mizoram,"Dr. Garima Kaur,Arshia Clinic, ","Pitampura,,,Delhi,","MS, MBBS, MICOG, Diploma In Laparoscopy","Dr. ,Garima Kaur"
rating not found,,https://www.lybrate.com/kohima/doctor/dr-pfukrolo-koza-dentist?lpt=PS-SRP,Dentist,"11, Years experience",,",Kohima,,",Nagaland,"Advanced Dental Aesthetic & Implant ..., ",",Kohima,,","MDS - Periodontics, Certified Implantologist, BDS","Dr. ,Pfukrolo Koza"
 (52 ratings),8 patient feedback(s),https://www.lybrate.com/imphal/doctor/dr-santosh-debbarma-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"10, Years experience",,",Imphal,,• 95.4 km",Nagaland,"TruCare ENT Clinic, ",",Imphal,,• 95.4 km",MS - ENT,"Dr. ,Santosh Debbarma"
 (16 ratings),,https://www.lybrate.com/imphal/doctor/dr-sinam-subhaschandra-dentist?lpt=PS-SRP,Dentist,"13, Years experience",,"Manipur,,,Imphal,",Nagaland,"Eastern Dental Clinic, ","Manipur,,,Imphal,",MDS - Periodontics,"Dr. ,Thokchom"
 (127 ratings),3 patient feedback(s),https://www.lybrate.com/imphal/doctor/dr-nk-sharma-gynaecologist?lpt=PS-SRP,Gynaecologist,"30, Years experience",,"Manipur,,,Imphal,",Nagaland,"Imphal Hospital, ","Manipur,,,Imphal,",MS - Obstetrics and Gynaecology,"Dr. ,Nabakanta Sharma"
 (119 ratings),1 patient feedback,https://www.lybrate.com/imphal/doctor/dr-napoleon-homeopath?lpt=PS-SRP,Homeopath,"2, Years experience",,",Imphal,,• 97.4 km",Nagaland,"CLASSICAL HOMEOPATHIC CLINIC, ",",Imphal,,• 97.4 km",BHMS,"Dr. ,Napoleon Dangmei"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-nabakanta-sharma-gynaecologist?lpt=PS-SRP,Gynaecologist,"30, Years experience",,"Manipur,,,Imphal,",Nagaland,"Bramhapur Aribam Leikai Meira Food, ","Manipur,,,Imphal,",MD - Maternity & Child Health,"Dr. ,Nabakanta Sharma"
 (202 ratings),2 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-jatinder-singh-batra-acupressurist?lpt=PS-SRP,Acupuncturist,"3, Years experience",,"New Delhi,,,Delhi,",Nagaland,"AAROGYA ACUPUNCTURE CENTRE, ","New Delhi,,,Delhi,","Diploma in Naturopathy & Yogic Science (DNYS), MD - Acupuncture","Dr. ,Jatinder Singh Batra"
 (63 ratings),3 patient feedback(s),https://www.lybrate.com/chennai/doctor/dr-m-n-sankar-acupuncturist?lpt=PS-SRP,Acupuncturist,"27, Years experience",,"T.Nagar,,,Chennai,",Nagaland,"Hi-Cure Acupuncture Centre, ","T.Nagar,,,Chennai,","MD - Acupuncture, Ph.D Advance Course in Acupunctre","Dr. ,M.N. Sankar"
 (57 ratings),13 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-deep-datta-dentist?lpt=PS-SRP,Dentist,"12, Years experience",,",Agartala,,",Tripura,"32 Signature Smiles Multispeciality ..., ",",Agartala,,","BDS, MDS - Oral & Maxillofacial Surgery, Certified Implantologist, Certified Specialist Clearpath","Dr. ,Deep Datta"
 (43 ratings),11 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-surajit-gorai-dermatologist?lpt=PS-SRP,Dermatologist,"3, Years experience",,",Agartala,,",Tripura,"Apollo information centre           ..., ",",Agartala,,","MD (Gold Medalist) Dermatology , DNB (Dermatology), MNAMS, Ludwig-Maximilians-Universität München Medizinische Fakultät","Dr. ,Surajit Gorai"
 (64 ratings),10 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-dipen-roy-orthopedist?lpt=PS-SRP,Orthopedist,"19, Years experience",,",Agartala,,",Tripura,"Dr. Dipen Roy, ",",Agartala,,","Fellowship in Orthopaedic Rehabilitation (FOR), Diploma in Orthopaedics","Dr. ,Dipen Roy"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-prasenjit-ghosh-dastidar-dentist-1?lpt=PS-SRP,Dentist,"8, Years experience",,",Agartala,,",Tripura,"Dental Planet, ",",Agartala,,","Bachelor of Dental Surgery, Advanced Endotontic Course On Root Canal, Fellowship in Aesthetic Dentistry (FAD)","Dr. ,Prasenjit Ghosh Dastidar"
 (970 ratings),6 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-subrata-gorai-homeopath-1?lpt=PS-SRP,Homeopath,"12, Years experience",,",Agartala,,",Tripura,"DR S G Clinic, ",",Agartala,,","BHMS, OCRT KOLKATA","Dr. ,Subrata Gorai"
 (69 ratings),4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-dipayan-sarkar-psychiatrist?lpt=PS-SRP,Psychiatrist,"5, Years experience",,",Agartala,,",Tripura,"Neuro-psychiatric clinic, ",",Agartala,,","MBBS, DPM","Dr. ,Dipayan Sarkar"
 (10 ratings),4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-debajyoti-saha-homeopath?lpt=PS-SRP,Homeopath,"13, Years experience",,"Subhash Nagar,,,Agartala,",Tripura,"Homoeopathy Care, ","Subhash Nagar,,,Agartala,","MD-Homoeopathy, BHMS","Dr. ,Debajyoti Saha"
 (228 ratings),9 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-hrishikesh-majumder-internal-medicine-specialist?lpt=PS-SRP,Homeopath,"17, Years experience",,",Agartala,,",Tripura,"Dr Majumder's homeopathy - Agartala, ",",Agartala,,",MD. CH,"Dr. ,Hrishikesh Majumder"
 (34 ratings),3 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-nikita-bhowmik-dentist?lpt=PS-SRP,Dentist,"1, Year experience",,",Agartala,,",Tripura,"Dental Clinic, ",",Agartala,,",BDS,"Dr. ,Nikita Bhowmik"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-sudip-debnath-physiotherapist?lpt=PS-SRP,Physiotherapist,"3, Years experience",,",Agartala,,",Tripura,"360 HEALTH CARE, ",",Agartala,,","BPT, MPT sports physiotherapy","Dr. ,Sudip Debnath"
 (14 ratings),4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-achintya-deb-ayurveda?lpt=PS-SRP,Ayurveda,"14, Years experience",,",Agartala,,",Tripura,"Aarya Ayurveda Wellness Centre, ",",Agartala,,",MD IN PANCHAKARMA,"Dr. ,Achintya Deb"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-animesh-karmakar-homeopath?lpt=PS-SRP,Homeopath,"8, Years experience",,",Agartala,,",Tripura,"Tricho-Derm,Homeopathy And Hair Spe ..., ",",Agartala,,",BHMS,"Dr. ,Animesh Karmakar"
 (20 ratings),2 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-subhankar-banik-dentist?lpt=PS-SRP,Dentist,"8, Years experience",,",Agartala,,",Tripura,"Narayani Dental Care, ",",Agartala,,","MDS Endodontist, BDS","Dr. ,Subhankar Banik"
rating not found,4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-mridul-das-diabetologist?lpt=PS-SRP,Diabetologist,"29, Years experience",,",Agartala,,",Tripura,"Diabetes Clinic & Diagnostic Labora ..., ",",Agartala,,","MBBS, MD - Bio-Chemistry","Dr. ,Mridul Das"
rating not found,,https://www.lybrate.com/agartala/doctor/nikita-bhowmik-bds-student?lpt=PS-SRP,Dentist,"1, Year experience",,",Agartala,,",Tripura,"Dr. Nikita's Clinic, ",",Agartala,,",BDS,Nikita Bhowmik
rating not found,,https://www.lybrate.com/agartala/doctor/dr-nandan-sur-orthopedist?lpt=PS-SRP,Orthopedist,"14, Years experience",,",Agartala,,",Tripura,"ILS HOSPITAL, Kunjaban, Agartala, T ..., ",",Agartala,,","MBBS, DNB (Orthopaedics)","Dr. ,Nandan Sur"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-p-j-chakma-psychiatrist-1?lpt=PS-SRP,Dentist,"11, Years experience",,",agartala,,",Tripura,"Chetana Brain & Mind Clinic, ",",agartala,,","MD, MBBS","Dr. ,P J Chakma"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-tumpa-deb-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,",Ambassa,,",Tripura,"Dr.Tumpa Deb, ",",Ambassa,,",BDS,"Dr. ,Tumpa Deb"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-priyankar-chakraborty-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,",Agartala,,",Tripura,"Dr Priyankar's Dental Hub and Speci ..., ",",Agartala,,",BDS (Implantologist),"Dr. ,Priyankar Chakraborty"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-ratul-das-spine-and-pain-specialist?lpt=PS-SRP,PMR (Physical Medicine & Rehabilitation) Specialist,"1, Year experience",,",Agartala,,",Tripura,"Doctor's Chamber, ",",Agartala,,",MD - Physical Medicine & Rehabilitation,Ratul Das
 (57 ratings),13 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-deep-datta-dentist?lpt=PS-SRP,Dentist,"12, Years experience",,",Agartala,,",Tripura,"32 Signature Smiles Multispeciality ..., ",",Agartala,,","BDS, MDS - Oral & Maxillofacial Surgery, Certified Implantologist, Certified Specialist Clearpath","Dr. ,Deep Datta"
 (43 ratings),11 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-surajit-gorai-dermatologist?lpt=PS-SRP,Dermatologist,"3, Years experience",,",Agartala,,",Tripura,"Apollo information centre           ..., ",",Agartala,,","MD (Gold Medalist) Dermatology , DNB (Dermatology), MNAMS, Ludwig-Maximilians-Universität München Medizinische Fakultät","Dr. ,Surajit Gorai"
 (64 ratings),10 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-dipen-roy-orthopedist?lpt=PS-SRP,Orthopedist,"19, Years experience",,",Agartala,,",Tripura,"Dr. Dipen Roy, ",",Agartala,,","Fellowship in Orthopaedic Rehabilitation (FOR), Diploma in Orthopaedics","Dr. ,Dipen Roy"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-prasenjit-ghosh-dastidar-dentist-1?lpt=PS-SRP,Dentist,"8, Years experience",,",Agartala,,",Tripura,"Dental Planet, ",",Agartala,,","Bachelor of Dental Surgery, Advanced Endotontic Course On Root Canal, Fellowship in Aesthetic Dentistry (FAD)","Dr. ,Prasenjit Ghosh Dastidar"
 (970 ratings),6 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-subrata-gorai-homeopath-1?lpt=PS-SRP,Homeopath,"12, Years experience",,",Agartala,,",Tripura,"DR S G Clinic, ",",Agartala,,","BHMS, OCRT KOLKATA","Dr. ,Subrata Gorai"
 (69 ratings),4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-dipayan-sarkar-psychiatrist?lpt=PS-SRP,Psychiatrist,"5, Years experience",,",Agartala,,",Tripura,"Neuro-psychiatric clinic, ",",Agartala,,","MBBS, DPM","Dr. ,Dipayan Sarkar"
 (10 ratings),4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-debajyoti-saha-homeopath?lpt=PS-SRP,Homeopath,"13, Years experience",,"Subhash Nagar,,,Agartala,",Tripura,"Homoeopathy Care, ","Subhash Nagar,,,Agartala,","MD-Homoeopathy, BHMS","Dr. ,Debajyoti Saha"
 (228 ratings),9 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-hrishikesh-majumder-internal-medicine-specialist?lpt=PS-SRP,Homeopath,"17, Years experience",,",Agartala,,",Tripura,"Dr Majumder's homeopathy - Agartala, ",",Agartala,,",MD. CH,"Dr. ,Hrishikesh Majumder"
 (34 ratings),3 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-nikita-bhowmik-dentist?lpt=PS-SRP,Dentist,"1, Year experience",,",Agartala,,",Tripura,"Dental Clinic, ",",Agartala,,",BDS,"Dr. ,Nikita Bhowmik"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-sudip-debnath-physiotherapist?lpt=PS-SRP,Physiotherapist,"3, Years experience",,",Agartala,,",Tripura,"360 HEALTH CARE, ",",Agartala,,","BPT, MPT sports physiotherapy","Dr. ,Sudip Debnath"
 (14 ratings),4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-achintya-deb-ayurveda?lpt=PS-SRP,Ayurveda,"14, Years experience",,",Agartala,,",Tripura,"Aarya Ayurveda Wellness Centre, ",",Agartala,,",MD IN PANCHAKARMA,"Dr. ,Achintya Deb"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-animesh-karmakar-homeopath?lpt=PS-SRP,Homeopath,"8, Years experience",,",Agartala,,",Tripura,"Tricho-Derm,Homeopathy And Hair Spe ..., ",",Agartala,,",BHMS,"Dr. ,Animesh Karmakar"
 (20 ratings),2 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-subhankar-banik-dentist?lpt=PS-SRP,Dentist,"8, Years experience",,",Agartala,,",Tripura,"Narayani Dental Care, ",",Agartala,,","MDS Endodontist, BDS","Dr. ,Subhankar Banik"
rating not found,4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-mridul-das-diabetologist?lpt=PS-SRP,Diabetologist,"29, Years experience",,",Agartala,,",Tripura,"Diabetes Clinic & Diagnostic Labora ..., ",",Agartala,,","MBBS, MD - Bio-Chemistry","Dr. ,Mridul Das"
rating not found,,https://www.lybrate.com/agartala/doctor/nikita-bhowmik-bds-student?lpt=PS-SRP,Dentist,"1, Year experience",,",Agartala,,",Tripura,"Dr. Nikita's Clinic, ",",Agartala,,",BDS,Nikita Bhowmik
rating not found,,https://www.lybrate.com/agartala/doctor/dr-nandan-sur-orthopedist?lpt=PS-SRP,Orthopedist,"14, Years experience",,",Agartala,,",Tripura,"ILS HOSPITAL, Kunjaban, Agartala, T ..., ",",Agartala,,","MBBS, DNB (Orthopaedics)","Dr. ,Nandan Sur"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-p-j-chakma-psychiatrist-1?lpt=PS-SRP,Dentist,"11, Years experience",,",agartala,,",Tripura,"Chetana Brain & Mind Clinic, ",",agartala,,","MD, MBBS","Dr. ,P J Chakma"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-tumpa-deb-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,",Ambassa,,",Tripura,"Dr.Tumpa Deb, ",",Ambassa,,",BDS,"Dr. ,Tumpa Deb"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-priyankar-chakraborty-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,",Agartala,,",Tripura,"Dr Priyankar's Dental Hub and Speci ..., ",",Agartala,,",BDS (Implantologist),"Dr. ,Priyankar Chakraborty"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-ratul-das-spine-and-pain-specialist?lpt=PS-SRP,PMR (Physical Medicine & Rehabilitation) Specialist,"1, Year experience",,",Agartala,,",Tripura,"Doctor's Chamber, ",",Agartala,,",MD - Physical Medicine & Rehabilitation,Ratul Das
rating not found,5 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-anirban-chiran-dentist?lpt=PS-SRP,Dentist,"4, Years experience",,",Agartala,,",Tripura,"Oral Care Dental Clinic, ",",Agartala,,","Bachelor of Dental Surgery, The Academy of Dental Exellence","Dr. ,Anirban Chiran"
rating not found,1 patient feedback,https://www.lybrate.com/agartala/doctor/dr-sankardebroy-orthopedist?lpt=PS-SRP,Orthopedist,"15, Years experience",,",Agartala,,",Tripura,"MEDICAIDS, ",",Agartala,,","MBBS,MS in Orthopaedics","Dr. ,Sankardebroy"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-chiranjit-das-dentist?lpt=PS-SRP,Dentist,"4, Years experience",,",Agartala,,",Tripura,"Apex Dental Clinic, ",",Agartala,,",Bachelor of Dental Surgery,Drchiranjit Das
 (13 ratings),,https://www.lybrate.com/agartala/doctor/dr-smita-paul-dentist-1?lpt=PS-SRP,Dentist,"10, Years experience",,",Agartala,,",Tripura,"Smita's Dental Clinic, ",",Agartala,,","BDS, MDS","Dr. ,Smita Paul"
rating not found,4 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-tannmi-saha-dentist?lpt=PS-SRP,Dentist,"7, Years experience",,",Agartala,,",Tripura,"Smilessence Dental Clinic, ",",Agartala,,",B.D.S,"Dr. ,Tannmi Saha"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-pritam-acharya-homeopath?lpt=PS-SRP,Homeopath,"3, Years experience",,",Agartala,,",Tripura,"CARE & CURE The Homoeopathic World, ",",Agartala,,",B.H.M.S,"Dr. ,Pritam Acharya"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-kaberi-laskar-dentist?lpt=PS-SRP,Dentist,experience not found,,",Agartala,,",Tripura,"Dental Clinic, ",",Agartala,,",,"Dr. ,Kaberi Laskar"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-shambhu-kumar-pediatrician?lpt=PS-SRP,Pediatrician,"6, Years experience",,",Agartala,,",Tripura,"shambhu Kumar, ",",Agartala,,",Diploma in Child Health (DCH),"Dr. ,Shambhu Kumar"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-nirmal-debbarma-orthopedist?lpt=PS-SRP,Orthopedist,"5, Years experience",,",Agartala,,",Tripura,"SDo Chowmuhani, ",",Agartala,,",MS - Orthopaedics,"Dr. ,Nirmal Debbarma"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-sanghamitra-bhattacharjee-pt-physiotherapist?lpt=PS-SRP,Physiotherapist,"3, Years experience",,",Agartala,,",Tripura,"360 Health Care, ",",Agartala,,",Bachelor of physiotherapy,"Dr. ,Sanghamitra Bhattacharjee"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-kanakendu-pal-dentist-1?lpt=PS-SRP,Dentist,"4, Years experience",,",Agartala,,",Tripura,"My Dentist Oral Care And Dental Cli ..., ",",Agartala,,",BDS,"Dr. ,Kanakendu Pal"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-permita-paul-dentist?lpt=PS-SRP,Dentist,"3, Years experience",,",Agartala,,",Tripura,"Identist Family Dental Care, ",",Agartala,,",graduate,Permita Paul
rating not found,1 patient feedback,https://www.lybrate.com/agartala/doctor/dr-mrinmoy-das-dentist?lpt=PS-SRP,Dentist,"12, Years experience",,",Agartala,,",Tripura,"DENTAL CLINIC, ",",Agartala,,",BDS,"Dr. ,Mrinmoy Das"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-swarup-dutta-homeopath?lpt=PS-SRP,Homeopath,experience not found,,",AGARTALA,,",Tripura,"DR SWARUP'S CLINIC, ",",AGARTALA,,",,"Dr. ,Swarup Dutta"
rating not found,,https://www.lybrate.com/delhi/doctor/dr-anju-mangla-dermatologist?lpt=PS-SRP,Dermatologist,experience not found,,",Agartala,,",Tripura,"Dr Anju Mangla Clinic, ",",Agartala,,",,"Dr. ,Anju Mangla"
rating not found,,https://www.lybrate.com/agartala/doctor/dr-baishali-saha-pediatrician?lpt=PS-SRP,Dentist,experience not found,,",Agartala,,",Tripura,"Bright smile dental clinic , ",",Agartala,,",,"Dr. ,Baishali Saha"
 (304 ratings),19 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-burlington-clinic-sexologist?lpt=PS-SRP,Sexologist,"45, Years experience",,"Karol Bagh,,,Delhi,",Arunachal Pradesh,"Dr. S. K. Jain's Burlington Clinic  ..., ","Karol Bagh,,,Delhi,",Sexologist,Burlington Clinic - India Best Sexologist
